Accident_ID,Severity,State,City,Weather_Condition,Road_Condition,Light_Condition,Hour_Of_Day,Is_Weekend
A-102077,2,CA,San Diego,Clear,Dry,Daylight,14,0
A-102078,2,TX,Houston,Clear,Dry,Daylight,10,0
A-102079,4,FL,Miami,Fog,Construction Zone,Dark - Street Lights,21,0
A-102080,1,NC,Charlotte,Rain,Wet,Daylight,17,0
A-102081,3,TX,Houston,Rain,Construction Zone,Dark - Street Lights,21,0
A-102082,1,FL,Miami,Clear,Dry,Daylight,12,0
A-102083,3,TX,Houston,Clear,Dry,Daylight,15,1
A-102084,1,NY,New York,Clear,Dry,Dusk,5,0
A-102085,2,CA,Los Angeles,Clear,Dry,Daylight,12,1
A-102086,3,TX,Houston,Clear,Dry,Daylight,17,0
A-102087,1,FL,Miami,Overcast,Dry,Daylight,17,0
A-102088,3,CA,Los Angeles,Snow,Icy,Daylight,16,1
A-102089,1,AZ,Phoenix,Clear,Dry,Daylight,16,0
A-102090,3,CA,Los Angeles,Clear,Dry,Daylight,15,0
A-102091,1,TX,Houston,Clear,Dry,Daylight,12,0
A-102092,2,NY,New York,Rain,Wet,Daylight,12,1
A-102093,2,IL,Chicago,Snow,Icy,Dark - Street Lights,21,1
A-102094,1,AZ,Phoenix,Rain,Wet,Daylight,14,0
A-102095,3,CA,Los Angeles,Heavy Rain,Wet,Daylight,15,0
A-102096,1,TX,Houston,Clear,Dry,Daylight,13,0
A-102097,2,FL,Miami,Clear,Dry,Dawn,5,0
A-102098,2,NC,Charlotte,Clear,Dry,Daylight,10,1
A-102099,2,CA,San Diego,Clear,Construction Zone,Daylight,17,0
A-102100,2,FL,Miami,Clear,Dry,Dark - Street Lights,4,0
A-102101,2,CA,Los Angeles,Clear,Wet,Daylight,7,1
A-102102,1,IL,Chicago,Clear,Dry,Daylight,10,0
A-102103,2,CA,Los Angeles,Rain,Wet,Daylight,15,0
A-102104,3,FL,Miami,Clear,Dry,Daylight,7,0
A-102105,2,TX,Houston,Clear,Dry,Daylight,10,1
A-102106,2,NY,New York,Clear,Dry,Daylight,14,0
A-102107,2,IL,Chicago,Clear,Dry,Daylight,7,0
A-102108,1,NC,Charlotte,Rain,Wet,Daylight,14,0
A-102109,3,CA,Los Angeles,Fog,Dry,Daylight,10,1
A-102110,2,NY,New York,Fog,Wet,Daylight,18,0
A-102111,2,CA,Los Angeles,Fog,Wet,Daylight,15,1
A-102112,2,CA,Los Angeles,Clear,Dry,Daylight,8,1
A-102113,3,AZ,Phoenix,Clear,Dry,Daylight,16,0
A-102114,1,NC,Charlotte,Overcast,Wet,Daylight,14,0
A-102115,4,CA,San Diego,Rain,Construction Zone,Dawn,19,0
A-102116,1,NY,New York,Overcast,Dry,Daylight,11,0
A-102117,1,FL,Miami,Clear,Dry,Dark - Street Lights,22,0
A-102118,2,CA,Los Angeles,Clear,Construction Zone,Dusk,19,0
A-102119,2,CA,Los Angeles,Clear,Dry,Daylight,18,0
A-102120,2,NC,Charlotte,Rain,Wet,Daylight,18,0
A-102121,1,NC,Charlotte,Clear,Dry,Dawn,5,0
A-102122,3,NC,Charlotte,Clear,Dry,Daylight,11,0
A-102123,2,CA,San Diego,Heavy Rain,Wet,Dark - Street Lights,21,0
A-102124,1,NY,New York,Rain,Wet,Dark - No Lights,21,1
A-102125,3,AZ,Phoenix,Snow,Snow Cover,Daylight,14,0
A-102126,1,NY,New York,Clear,Dry,Daylight,10,0
A-102127,2,IL,Chicago,Clear,Dry,Daylight,16,0
A-102128,3,AZ,Phoenix,Heavy Rain,Wet,Daylight,10,0
A-102129,1,NC,Charlotte,Overcast,Dry,Daylight,15,0
A-102130,3,TX,Houston,Clear,Dry,Daylight,9,0
A-102131,3,TX,Houston,Fog,Construction Zone,Dusk,19,0
A-102132,3,TX,Houston,Overcast,Dry,Daylight,18,0
A-102133,2,AZ,Phoenix,Clear,Dry,Dusk,5,0
A-102134,3,CA,Los Angeles,Fog,Dry,Daylight,8,0
A-102135,4,IL,Chicago,Snow,Icy,Daylight,12,0
A-102136,1,AZ,Phoenix,Clear,Dry,Daylight,7,0
A-102137,4,NC,Charlotte,Heavy Rain,Wet,Daylight,7,0
A-102138,2,CA,San Diego,Rain,Wet,Daylight,12,0
A-102139,1,NY,New York,Clear,Wet,Daylight,17,0
A-102140,1,CA,Los Angeles,Snow,Snow Cover,Daylight,8,1
A-102141,1,NC,Charlotte,Clear,Dry,Dark - Street Lights,21,0
A-102142,3,AZ,Phoenix,Rain,Construction Zone,Daylight,10,0
A-102143,1,CA,Los Angeles,Clear,Dry,Daylight,15,0
A-102144,2,NC,Charlotte,Rain,Wet,Daylight,18,0
A-102145,2,IL,Chicago,Overcast,Dry,Dark - No Lights,21,0
A-102146,2,CA,San Diego,Clear,Dry,Daylight,12,0
A-102147,1,CA,San Diego,Clear,Construction Zone,Daylight,12,0
A-102148,1,NY,New York,Clear,Dry,Daylight,14,0
A-102149,1,TX,Houston,Clear,Dry,Daylight,14,0
A-102150,3,TX,Houston,Clear,Construction Zone,Daylight,12,0
A-102151,2,CA,Los Angeles,Rain,Wet,Daylight,8,1
A-102152,1,TX,Houston,Clear,Dry,Dark - No Lights,3,0
A-102153,4,NC,Charlotte,Heavy Rain,Wet,Daylight,12,1
A-102154,1,AZ,Phoenix,Clear,Dry,Dark - No Lights,4,1
A-102155,1,NC,Charlotte,Clear,Dry,Daylight,17,0
A-102156,2,CA,Los Angeles,Rain,Wet,Daylight,11,0
A-102157,2,IL,Chicago,Clear,Dry,Daylight,15,1
A-102158,2,AZ,Phoenix,Snow,Snow Cover,Dawn,5,1
A-102159,2,FL,Miami,Clear,Dry,Dusk,19,0
A-102160,4,NC,Charlotte,Rain,Wet,Daylight,15,0
A-102161,1,TX,Houston,Clear,Dry,Daylight,14,1
A-102162,3,AZ,Phoenix,Snow,Icy,Dark - Street Lights,0,1
A-102163,2,CA,Los Angeles,Clear,Dry,Daylight,8,0
A-102164,1,FL,Miami,Clear,Dry,Daylight,7,0
A-102165,1,CA,San Diego,Rain,Construction Zone,Daylight,6,1
A-102166,2,CA,San Diego,Heavy Rain,Wet,Daylight,14,1
A-102167,2,FL,Miami,Heavy Rain,Wet,Daylight,17,0
A-102168,4,AZ,Phoenix,Fog,Dry,Dark - Street Lights,2,0
A-102169,3,TX,Houston,Rain,Wet,Daylight,12,0
A-102170,2,TX,Houston,Clear,Dry,Daylight,8,0
A-102171,2,AZ,Phoenix,Fog,Dry,Dusk,5,1
A-102172,3,AZ,Phoenix,Overcast,Dry,Daylight,8,0
A-102173,3,IL,Chicago,Clear,Dry,Dark - Street Lights,20,0
A-102174,2,TX,Houston,Clear,Dry,Daylight,12,1
A-102175,2,CA,San Diego,Clear,Dry,Daylight,8,1
A-102176,1,IL,Chicago,Clear,Dry,Dark - No Lights,20,0
A-102177,2,IL,Chicago,Clear,Dry,Daylight,13,0
A-102178,2,TX,Houston,Clear,Dry,Daylight,17,0
A-102179,2,IL,Chicago,Rain,Wet,Daylight,7,0
A-102180,2,NY,New York,Snow,Snow Cover,Daylight,15,1
A-102181,3,NC,Charlotte,Heavy Rain,Construction Zone,Daylight,10,0
A-102182,4,IL,Chicago,Clear,Construction Zone,Daylight,6,0
A-102183,4,AZ,Phoenix,Fog,Construction Zone,Dark - Street Lights,0,1
A-102184,3,NY,New York,Clear,Construction Zone,Daylight,13,0
A-102185,1,NC,Charlotte,Clear,Dry,Daylight,14,0
A-102186,1,IL,Chicago,Clear,Dry,Daylight,16,0
A-102187,1,NY,New York,Heavy Rain,Wet,Daylight,6,1
A-102188,1,CA,Los Angeles,Rain,Wet,Dark - Street Lights,0,0
A-102189,2,NY,New York,Clear,Dry,Dark - Street Lights,20,0
A-102190,4,TX,Houston,Clear,Dry,Daylight,17,0
A-102191,1,CA,San Diego,Overcast,Wet,Daylight,14,0
A-102192,1,FL,Miami,Clear,Dry,Daylight,18,1
A-102193,3,FL,Miami,Rain,Wet,Daylight,8,1
A-102194,3,AZ,Phoenix,Snow,Icy,Daylight,12,1
A-102195,2,TX,Houston,Rain,Wet,Daylight,16,0
A-102196,1,NY,New York,Clear,Wet,Daylight,7,0
A-102197,2,CA,Los Angeles,Snow,Snow Cover,Daylight,13,0
A-102198,1,CA,San Diego,Clear,Dry,Daylight,14,0
A-102199,2,IL,Chicago,Heavy Rain,Construction Zone,Daylight,9,1
A-102200,2,NC,Charlotte,Rain,Wet,Dark - Street Lights,21,0
A-102201,2,CA,Los Angeles,Clear,Dry,Daylight,10,0
A-102202,2,AZ,Phoenix,Clear,Dry,Dawn,5,1
A-102203,1,TX,Houston,Rain,Wet,Daylight,7,0
A-102204,1,CA,Los Angeles,Heavy Rain,Wet,Dark - No Lights,22,0
A-102205,1,CA,Los Angeles,Clear,Dry,Daylight,8,0
A-102206,2,AZ,Phoenix,Clear,Dry,Daylight,8,0
A-102207,3,FL,Miami,Rain,Wet,Daylight,18,0
A-102208,1,TX,Houston,Clear,Dry,Daylight,8,0
A-102209,3,FL,Miami,Heavy Rain,Wet,Daylight,14,1
A-102210,2,CA,San Diego,Clear,Dry,Daylight,17,0
A-102211,3,TX,Houston,Snow,Snow Cover,Daylight,8,1
A-102212,2,CA,Los Angeles,Clear,Dry,Daylight,13,0
A-102213,2,TX,Houston,Clear,Dry,Daylight,8,0
A-102214,2,NC,Charlotte,Clear,Dry,Daylight,7,1
A-102215,2,CA,San Diego,Clear,Dry,Dark - Street Lights,22,1
A-102216,2,AZ,Phoenix,Rain,Wet,Dawn,19,0
A-102217,1,AZ,Phoenix,Clear,Dry,Daylight,7,0
A-102218,2,IL,Chicago,Fog,Dry,Daylight,18,1
A-102219,2,CA,Los Angeles,Clear,Dry,Daylight,9,1
A-102220,3,TX,Houston,Heavy Rain,Wet,Daylight,12,0
A-102221,2,AZ,Phoenix,Clear,Dry,Daylight,8,1
A-102222,4,NC,Charlotte,Clear,Dry,Daylight,16,0
A-102223,2,FL,Miami,Fog,Dry,Dark - Street Lights,21,0
A-102224,1,AZ,Phoenix,Clear,Dry,Dawn,19,0
A-102225,4,NC,Charlotte,Clear,Dry,Dusk,5,0
A-102226,2,TX,Houston,Clear,Dry,Daylight,16,0
A-102227,2,IL,Chicago,Snow,Icy,Dark - Street Lights,1,0
A-102228,2,CA,Los Angeles,Fog,Dry,Daylight,17,0
A-102229,4,CA,Los Angeles,Heavy Rain,Wet,Daylight,15,0
A-102230,1,TX,Houston,Rain,Wet,Dark - Street Lights,20,0
A-102231,1,TX,Houston,Rain,Wet,Daylight,16,1
A-102232,2,CA,Los Angeles,Clear,Dry,Daylight,8,0
A-102233,4,TX,Houston,Overcast,Dry,Daylight,11,0
A-102234,2,TX,Houston,Clear,Dry,Daylight,18,1
A-102235,2,TX,Houston,Clear,Dry,Dark - No Lights,20,0
A-102236,3,IL,Chicago,Clear,Dry,Daylight,18,0
A-102237,2,IL,Chicago,Clear,Dry,Daylight,15,0
A-102238,2,NY,New York,Clear,Wet,Daylight,17,0
A-102239,2,NY,New York,Clear,Dry,Daylight,9,0
A-102240,4,NY,New York,Snow,Icy,Daylight,17,1
A-102241,3,FL,Miami,Fog,Construction Zone,Daylight,18,1
A-102242,1,IL,Chicago,Rain,Wet,Daylight,11,0
A-102243,3,NC,Charlotte,Heavy Rain,Construction Zone,Dark - Street Lights,21,0
A-102244,2,AZ,Phoenix,Clear,Construction Zone,Daylight,7,0
A-102245,2,FL,Miami,Fog,Dry,Daylight,12,0
A-102246,1,AZ,Phoenix,Rain,Wet,Daylight,18,0
A-102247,2,IL,Chicago,Clear,Dry,Daylight,14,0
A-102248,4,TX,Houston,Clear,Construction Zone,Daylight,13,0
A-102249,1,TX,Houston,Clear,Dry,Dark - No Lights,23,1
A-102250,1,IL,Chicago,Clear,Dry,Daylight,15,1
A-102251,2,CA,San Diego,Snow,Icy,Dark - Street Lights,23,0
A-102252,3,NC,Charlotte,Rain,Wet,Daylight,6,0
A-102253,3,NY,New York,Snow,Icy,Daylight,6,0
A-102254,1,CA,San Diego,Clear,Dry,Daylight,13,1
A-102255,1,TX,Houston,Clear,Dry,Daylight,16,0
A-102256,3,AZ,Phoenix,Snow,Snow Cover,Daylight,11,0
A-102257,2,FL,Miami,Clear,Dry,Daylight,8,1
A-102258,1,CA,San Diego,Clear,Dry,Daylight,6,0
A-102259,1,IL,Chicago,Heavy Rain,Wet,Daylight,16,0
A-102260,1,NY,New York,Clear,Dry,Dark - Street Lights,20,1
A-102261,3,CA,San Diego,Snow,Icy,Dark - No Lights,4,0
A-102262,2,AZ,Phoenix,Clear,Wet,Daylight,17,0
A-102263,2,AZ,Phoenix,Heavy Rain,Construction Zone,Daylight,15,0
A-102264,4,TX,Houston,Clear,Construction Zone,Dark - Street Lights,21,0
A-102265,1,FL,Miami,Clear,Dry,Daylight,13,0
A-102266,2,CA,Los Angeles,Heavy Rain,Wet,Daylight,17,0
A-102267,1,CA,Los Angeles,Overcast,Dry,Daylight,6,0
A-102268,2,NY,New York,Overcast,Dry,Daylight,13,0
A-102269,3,AZ,Phoenix,Clear,Construction Zone,Daylight,17,0
A-102270,2,NY,New York,Clear,Dry,Daylight,13,0
A-102271,3,CA,San Diego,Fog,Construction Zone,Daylight,12,0
A-102272,3,FL,Miami,Clear,Dry,Dark - No Lights,20,0
A-102273,1,FL,Miami,Clear,Dry,Daylight,15,0
A-102274,3,FL,Miami,Clear,Dry,Dark - No Lights,21,0
A-102275,4,NY,New York,Fog,Dry,Daylight,13,0
A-102276,2,NY,New York,Clear,Dry,Daylight,17,0
A-102277,3,NY,New York,Fog,Dry,Daylight,17,0
A-102278,2,TX,Houston,Rain,Wet,Daylight,13,1
A-102279,3,NC,Charlotte,Heavy Rain,Wet,Dark - Street Lights,1,1
A-102280,3,AZ,Phoenix,Heavy Rain,Wet,Daylight,7,0
A-102281,4,NY,New York,Rain,Wet,Daylight,8,0
A-102282,2,CA,San Diego,Clear,Dry,Daylight,18,1
A-102283,2,NY,New York,Clear,Dry,Dark - Street Lights,21,1
A-102284,1,NC,Charlotte,Rain,Wet,Daylight,13,0
A-102285,3,CA,San Diego,Clear,Construction Zone,Daylight,9,0
A-102286,1,CA,San Diego,Clear,Dry,Dark - Street Lights,23,1
A-102287,3,IL,Chicago,Snow,Icy,Dark - No Lights,2,0
A-102288,2,AZ,Phoenix,Rain,Wet,Daylight,7,1
A-102289,3,CA,San Diego,Snow,Snow Cover,Dark - Street Lights,22,0
A-102290,2,NC,Charlotte,Clear,Dry,Daylight,10,0
A-102291,1,CA,Los Angeles,Rain,Wet,Daylight,14,1
A-102292,2,CA,Los Angeles,Clear,Wet,Dark - Street Lights,22,0
A-102293,2,CA,San Diego,Rain,Wet,Daylight,14,0
A-102294,2,CA,San Diego,Snow,Icy,Daylight,15,1
A-102295,4,AZ,Phoenix,Clear,Dry,Daylight,8,0
A-102296,3,TX,Houston,Overcast,Dry,Daylight,16,0
A-102297,1,CA,San Diego,Clear,Dry,Dark - Street Lights,22,0
A-102298,3,NY,New York,Snow,Snow Cover,Daylight,9,0
A-102299,3,CA,San Diego,Clear,Dry,Daylight,10,1
A-102300,1,TX,Houston,Clear,Dry,Daylight,14,0
A-102301,1,CA,San Diego,Rain,Wet,Daylight,17,0
A-102302,4,NY,New York,Fog,Dry,Daylight,6,0
A-102303,3,CA,San Diego,Clear,Dry,Daylight,15,1
A-102304,2,CA,Los Angeles,Clear,Dry,Daylight,6,0
A-102305,2,NY,New York,Fog,Dry,Daylight,7,0
A-102306,1,TX,Houston,Snow,Snow Cover,Daylight,15,0
A-102307,3,FL,Miami,Heavy Rain,Wet,Daylight,16,1
A-102308,2,FL,Miami,Rain,Wet,Dark - Street Lights,23,1
A-102309,1,FL,Miami,Clear,Dry,Daylight,12,1
A-102310,2,NY,New York,Rain,Construction Zone,Daylight,9,0
A-102311,3,FL,Miami,Heavy Rain,Wet,Daylight,15,0
A-102312,1,CA,Los Angeles,Clear,Dry,Dark - Street Lights,22,0
A-102313,1,CA,San Diego,Heavy Rain,Wet,Dark - Street Lights,22,1
A-102314,3,CA,San Diego,Clear,Construction Zone,Daylight,16,1
A-102315,1,FL,Miami,Clear,Dry,Daylight,16,0
A-102316,4,TX,Houston,Clear,Dry,Daylight,6,0
A-102317,2,AZ,Phoenix,Clear,Dry,Daylight,15,0
A-102318,2,FL,Miami,Rain,Construction Zone,Daylight,10,1
A-102319,2,NC,Charlotte,Clear,Dry,Dark - Street Lights,21,0
A-102320,1,CA,Los Angeles,Clear,Dry,Daylight,16,0
A-102321,2,NY,New York,Clear,Dry,Daylight,8,0
A-102322,1,NC,Charlotte,Clear,Dry,Daylight,9,0
A-102323,2,NC,Charlotte,Clear,Dry,Dark - Street Lights,21,1
A-102324,1,NC,Charlotte,Rain,Wet,Daylight,10,0
A-102325,2,NY,New York,Rain,Wet,Daylight,16,0
A-102326,2,NY,New York,Rain,Construction Zone,Daylight,16,1
A-102327,4,NY,New York,Overcast,Construction Zone,Daylight,8,1
A-102328,2,TX,Houston,Clear,Construction Zone,Daylight,15,0
A-102329,1,AZ,Phoenix,Clear,Dry,Daylight,14,1
A-102330,2,AZ,Phoenix,Rain,Wet,Daylight,8,0
A-102331,1,IL,Chicago,Clear,Dry,Daylight,6,0
A-102332,2,IL,Chicago,Rain,Wet,Daylight,9,0
A-102333,4,CA,Los Angeles,Fog,Dry,Daylight,16,1
A-102334,4,FL,Miami,Heavy Rain,Wet,Daylight,12,0
A-102335,1,NC,Charlotte,Clear,Dry,Daylight,16,1
A-102336,3,CA,Los Angeles,Overcast,Dry,Dark - No Lights,20,0
A-102337,2,CA,San Diego,Clear,Wet,Daylight,9,1
A-102338,1,FL,Miami,Rain,Wet,Dark - Street Lights,4,0
A-102339,1,NC,Charlotte,Clear,Dry,Daylight,17,1
A-102340,2,FL,Miami,Clear,Dry,Dark - Street Lights,20,1
A-102341,1,TX,Houston,Rain,Wet,Dark - Street Lights,2,1
A-102342,1,TX,Houston,Clear,Wet,Daylight,7,1
A-102343,1,NY,New York,Clear,Dry,Daylight,12,0
A-102344,2,FL,Miami,Heavy Rain,Wet,Daylight,10,0
A-102345,1,CA,San Diego,Clear,Dry,Daylight,18,1
A-102346,1,TX,Houston,Clear,Dry,Daylight,16,0
A-102347,2,TX,Houston,Rain,Wet,Daylight,11,0
A-102348,4,IL,Chicago,Overcast,Dry,Dusk,19,1
A-102349,2,AZ,Phoenix,Clear,Dry,Daylight,7,0
A-102350,1,CA,Los Angeles,Heavy Rain,Wet,Daylight,7,0
A-102351,2,CA,San Diego,Clear,Dry,Daylight,17,1
A-102352,3,CA,San Diego,Rain,Wet,Daylight,14,0
A-102353,3,CA,Los Angeles,Clear,Dry,Daylight,13,0
A-102354,1,CA,San Diego,Clear,Dry,Daylight,8,0
A-102355,3,IL,Chicago,Clear,Dry,Daylight,14,0
A-102356,2,TX,Houston,Rain,Wet,Daylight,17,1
A-102357,2,CA,San Diego,Clear,Dry,Daylight,11,0
A-102358,2,NY,New York,Clear,Dry,Dark - Street Lights,23,0
A-102359,2,CA,Los Angeles,Clear,Dry,Daylight,18,0
A-102360,1,CA,San Diego,Overcast,Dry,Dawn,5,1
A-102361,2,CA,Los Angeles,Clear,Dry,Daylight,16,0
A-102362,2,NY,New York,Clear,Wet,Daylight,16,1
A-102363,3,NC,Charlotte,Heavy Rain,Wet,Daylight,8,0
A-102364,2,NY,New York,Clear,Dry,Daylight,13,0
A-102365,1,NC,Charlotte,Clear,Dry,Dark - Street Lights,2,0
A-102366,2,IL,Chicago,Clear,Dry,Dawn,5,0
A-102367,2,FL,Miami,Rain,Construction Zone,Daylight,11,0
A-102368,1,CA,Los Angeles,Snow,Icy,Daylight,10,0
A-102369,3,CA,Los Angeles,Clear,Dry,Daylight,15,1
A-102370,2,NC,Charlotte,Clear,Dry,Daylight,15,0
A-102371,4,TX,Houston,Snow,Snow Cover,Daylight,6,1
A-102372,1,NY,New York,Rain,Wet,Daylight,18,1
A-102373,1,NY,New York,Rain,Wet,Dark - No Lights,21,0
A-102374,1,FL,Miami,Rain,Wet,Daylight,10,0
A-102375,2,TX,Houston,Clear,Dry,Daylight,15,1
A-102376,2,NY,New York,Clear,Dry,Daylight,11,1
A-102377,4,IL,Chicago,Clear,Dry,Daylight,16,0
A-102378,2,NY,New York,Snow,Icy,Dawn,5,0
A-102379,1,IL,Chicago,Clear,Dry,Daylight,16,0
A-102380,4,IL,Chicago,Clear,Construction Zone,Daylight,9,0
A-102381,3,CA,Los Angeles,Clear,Dry,Daylight,15,0
A-102382,2,CA,Los Angeles,Clear,Dry,Daylight,17,0
A-102383,3,TX,Houston,Heavy Rain,Wet,Daylight,17,1
A-102384,4,CA,Los Angeles,Clear,Dry,Daylight,15,0
A-102385,1,NY,New York,Clear,Dry,Daylight,8,0
A-102386,3,NY,New York,Clear,Dry,Daylight,14,0
A-102387,2,CA,San Diego,Clear,Dry,Dusk,5,0
A-102388,1,FL,Miami,Rain,Wet,Daylight,8,1
A-102389,1,IL,Chicago,Clear,Dry,Dark - Street Lights,23,1
A-102390,2,NC,Charlotte,Clear,Dry,Daylight,16,0
A-102391,3,AZ,Phoenix,Rain,Wet,Daylight,17,0
A-102392,2,FL,Miami,Clear,Dry,Daylight,17,0
A-102393,2,CA,San Diego,Rain,Wet,Daylight,14,0
A-102394,4,IL,Chicago,Clear,Dry,Daylight,12,0
A-102395,2,CA,San Diego,Fog,Wet,Dark - Street Lights,21,0
A-102396,1,IL,Chicago,Clear,Dry,Daylight,6,1
A-102397,1,NY,New York,Clear,Dry,Daylight,6,0
A-102398,2,CA,Los Angeles,Clear,Dry,Daylight,14,0
A-102399,1,FL,Miami,Clear,Dry,Daylight,15,0
A-102400,1,AZ,Phoenix,Clear,Dry,Dawn,5,1
A-102401,1,AZ,Phoenix,Clear,Dry,Dark - Street Lights,20,1
A-102402,1,AZ,Phoenix,Heavy Rain,Wet,Daylight,11,0
A-102403,4,TX,Houston,Fog,Construction Zone,Daylight,11,0
A-102404,1,CA,Los Angeles,Clear,Wet,Daylight,13,1
A-102405,2,CA,Los Angeles,Clear,Construction Zone,Daylight,10,0
A-102406,2,TX,Houston,Clear,Dry,Daylight,17,1
A-102407,2,TX,Houston,Rain,Wet,Daylight,11,1
A-102408,4,TX,Houston,Snow,Icy,Daylight,15,0
A-102409,2,CA,San Diego,Clear,Dry,Daylight,8,0
A-102410,3,FL,Miami,Snow,Snow Cover,Daylight,9,1
A-102411,1,TX,Houston,Rain,Wet,Daylight,11,1
A-102412,1,CA,San Diego,Rain,Wet,Daylight,15,0
A-102413,3,IL,Chicago,Clear,Dry,Dark - Street Lights,23,0
A-102414,2,NC,Charlotte,Clear,Dry,Dark - Street Lights,23,0
A-102415,1,AZ,Phoenix,Clear,Dry,Daylight,17,0
A-102416,2,NC,Charlotte,Clear,Dry,Dawn,5,0
A-102417,3,FL,Miami,Clear,Dry,Daylight,6,0
A-102418,1,FL,Miami,Clear,Wet,Dark - No Lights,21,0
A-102419,1,TX,Houston,Rain,Construction Zone,Daylight,17,0
A-102420,4,CA,Los Angeles,Clear,Dry,Dark - Street Lights,23,0
A-102421,4,CA,Los Angeles,Clear,Dry,Daylight,15,1
A-102422,1,FL,Miami,Rain,Wet,Daylight,13,1
A-102423,3,FL,Miami,Rain,Wet,Dusk,19,0
A-102424,1,NY,New York,Overcast,Wet,Daylight,17,0
A-102425,2,TX,Houston,Clear,Dry,Dusk,19,0
A-102426,2,IL,Chicago,Rain,Wet,Daylight,13,1
A-102427,3,AZ,Phoenix,Fog,Dry,Daylight,9,0
A-102428,3,AZ,Phoenix,Fog,Dry,Daylight,6,0
A-102429,2,IL,Chicago,Heavy Rain,Wet,Daylight,14,0
A-102430,3,NY,New York,Rain,Wet,Daylight,10,1
A-102431,3,NY,New York,Clear,Construction Zone,Daylight,15,1
A-102432,1,FL,Miami,Rain,Wet,Dark - No Lights,0,0
A-102433,1,CA,Los Angeles,Clear,Dry,Daylight,6,0
A-102434,1,FL,Miami,Overcast,Wet,Daylight,17,0
A-102435,2,CA,San Diego,Rain,Wet,Daylight,10,1
A-102436,3,CA,San Diego,Clear,Dry,Daylight,18,0
A-102437,1,FL,Miami,Rain,Wet,Daylight,18,0
A-102438,2,IL,Chicago,Clear,Dry,Daylight,7,1
A-102439,3,NY,New York,Fog,Wet,Daylight,10,1
A-102440,1,AZ,Phoenix,Clear,Dry,Daylight,15,0
A-102441,4,NC,Charlotte,Fog,Construction Zone,Daylight,16,0
A-102442,2,CA,San Diego,Clear,Dry,Daylight,17,1
A-102443,3,CA,San Diego,Clear,Dry,Dark - Street Lights,22,1
A-102444,2,IL,Chicago,Clear,Construction Zone,Daylight,16,1
A-102445,3,CA,San Diego,Overcast,Construction Zone,Daylight,12,1
A-102446,1,CA,San Diego,Clear,Dry,Daylight,14,1
A-102447,1,IL,Chicago,Rain,Wet,Daylight,6,0
A-102448,2,FL,Miami,Rain,Wet,Daylight,12,0
A-102449,2,TX,Houston,Clear,Dry,Daylight,18,0
A-102450,2,CA,San Diego,Clear,Dry,Daylight,11,0
A-102451,3,CA,San Diego,Fog,Construction Zone,Daylight,10,0
A-102452,1,NC,Charlotte,Clear,Dry,Daylight,15,1
A-102453,1,CA,San Diego,Rain,Wet,Daylight,18,0
A-102454,1,FL,Miami,Clear,Dry,Daylight,8,0
A-102455,3,NC,Charlotte,Clear,Dry,Daylight,17,0
A-102456,2,FL,Miami,Snow,Snow Cover,Daylight,18,0
A-102457,2,IL,Chicago,Rain,Wet,Daylight,11,0
A-102458,3,NC,Charlotte,Heavy Rain,Wet,Daylight,17,0
A-102459,2,CA,San Diego,Clear,Construction Zone,Daylight,12,0
A-102460,3,AZ,Phoenix,Snow,Icy,Daylight,13,0
A-102461,3,AZ,Phoenix,Snow,Icy,Daylight,13,1
A-102462,1,IL,Chicago,Clear,Wet,Daylight,15,1
A-102463,2,IL,Chicago,Clear,Dry,Daylight,13,0
A-102464,2,CA,San Diego,Clear,Construction Zone,Daylight,13,0
A-102465,2,AZ,Phoenix,Overcast,Dry,Dark - Street Lights,22,0
A-102466,1,FL,Miami,Clear,Dry,Daylight,11,0
A-102467,4,TX,Houston,Snow,Snow Cover,Daylight,6,0
A-102468,2,FL,Miami,Overcast,Dry,Daylight,15,0
A-102469,2,NY,New York,Rain,Wet,Daylight,15,0
A-102470,2,CA,San Diego,Clear,Dry,Daylight,15,0
A-102471,3,CA,Los Angeles,Clear,Dry,Daylight,16,0
A-102472,2,AZ,Phoenix,Rain,Construction Zone,Daylight,12,0
A-102473,2,NC,Charlotte,Overcast,Dry,Daylight,8,0
A-102474,2,NC,Charlotte,Clear,Dry,Daylight,12,0
A-102475,1,AZ,Phoenix,Clear,Wet,Daylight,13,0
A-102476,3,FL,Miami,Snow,Icy,Daylight,12,0
A-102477,1,CA,Los Angeles,Rain,Wet,Daylight,10,1
A-102478,2,NY,New York,Snow,Snow Cover,Dawn,19,0
A-102479,1,IL,Chicago,Clear,Dry,Daylight,16,0
A-102480,3,TX,Houston,Clear,Dry,Daylight,17,0
A-102481,2,AZ,Phoenix,Clear,Wet,Daylight,12,0
A-102482,2,TX,Houston,Clear,Dry,Daylight,15,0
A-102483,3,NY,New York,Clear,Construction Zone,Daylight,17,0
A-102484,1,CA,San Diego,Clear,Dry,Daylight,9,1
A-102485,2,IL,Chicago,Clear,Construction Zone,Daylight,16,0
A-102486,3,TX,Houston,Snow,Icy,Daylight,11,0
A-102487,3,IL,Chicago,Fog,Dry,Daylight,6,0
A-102488,1,IL,Chicago,Clear,Dry,Daylight,10,0
A-102489,1,IL,Chicago,Clear,Dry,Dark - No Lights,0,0
A-102490,3,FL,Miami,Snow,Snow Cover,Daylight,8,0
A-102491,2,CA,San Diego,Clear,Dry,Dark - Street Lights,20,1
