age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,poutcome,deposit_subscribed
49,self-employed,single,tertiary,no,7631,no,no,cellular,888,1,failure,no
29,admin.,single,tertiary,no,9691,no,no,cellular,436,5,unknown,yes
20,services,married,tertiary,no,4315,no,no,telephone,616,5,unknown,no
49,entrepreneur,single,secondary,no,8257,yes,yes,cellular,675,1,other,no
62,self-employed,married,secondary,no,11903,no,no,cellular,1171,3,unknown,yes
60,technician,divorced,tertiary,no,3890,yes,no,telephone,105,5,failure,no
40,admin.,married,secondary,no,795,no,no,telephone,955,3,unknown,no
43,retired,single,tertiary,no,14603,yes,no,telephone,35,1,unknown,no
69,admin.,divorced,secondary,no,4607,yes,no,cellular,539,5,other,no
27,technician,single,tertiary,no,2924,no,no,cellular,111,2,unknown,no
52,entrepreneur,divorced,secondary,no,10860,no,no,cellular,340,4,unknown,no
39,blue-collar,married,secondary,no,11121,no,no,cellular,731,6,unknown,yes
30,self-employed,married,secondary,no,7743,no,no,telephone,1028,1,unknown,no
53,self-employed,single,tertiary,no,10632,no,no,cellular,1137,6,failure,yes
36,services,single,primary,no,13527,no,no,telephone,235,1,unknown,no
39,admin.,married,primary,no,3448,yes,yes,telephone,96,3,success,no
61,technician,single,primary,no,9340,no,no,telephone,1007,3,unknown,yes
48,admin.,divorced,tertiary,no,12157,yes,no,cellular,193,4,failure,no
65,blue-collar,divorced,tertiary,no,3495,no,no,telephone,823,4,unknown,yes
33,retired,divorced,tertiary,no,-455,yes,no,cellular,817,1,failure,yes
26,retired,married,tertiary,no,-403,yes,no,telephone,129,3,other,no
33,admin.,married,secondary,no,13086,yes,yes,cellular,908,3,failure,yes
55,blue-collar,single,primary,no,9205,yes,no,cellular,89,2,unknown,yes
34,retired,single,tertiary,no,14946,yes,no,telephone,780,2,other,yes
70,technician,married,primary,no,11240,yes,yes,telephone,744,4,success,yes
34,management,divorced,tertiary,no,218,yes,no,telephone,614,3,unknown,yes
53,admin.,divorced,tertiary,no,8478,no,no,telephone,1114,2,unknown,no
36,retired,married,secondary,no,2250,no,no,cellular,282,4,unknown,yes
62,entrepreneur,married,primary,no,12797,yes,no,cellular,664,5,unknown,yes
36,self-employed,divorced,primary,no,14275,no,yes,cellular,753,1,unknown,yes
22,retired,single,tertiary,yes,6728,yes,no,cellular,896,4,failure,yes
21,retired,divorced,secondary,no,5618,yes,no,cellular,458,2,unknown,yes
54,management,single,tertiary,no,3828,no,no,cellular,685,6,success,yes
55,admin.,married,tertiary,no,8882,no,yes,telephone,920,6,success,yes
43,services,married,secondary,no,1516,no,no,telephone,1043,3,unknown,yes
43,admin.,married,tertiary,no,12148,yes,no,telephone,1000,6,unknown,yes
18,blue-collar,divorced,primary,no,9387,yes,no,cellular,418,2,unknown,no
48,services,divorced,primary,no,13600,yes,no,cellular,1178,2,unknown,no
70,entrepreneur,married,secondary,no,9227,no,no,telephone,999,2,unknown,yes
32,retired,divorced,primary,no,3404,no,yes,cellular,544,6,success,yes
57,services,single,primary,no,4306,yes,no,telephone,174,5,unknown,yes
56,admin.,divorced,secondary,no,4760,no,no,telephone,730,2,other,yes
46,retired,married,tertiary,no,9696,yes,no,cellular,284,1,unknown,no
68,management,single,primary,no,2519,no,no,cellular,292,4,unknown,no
31,blue-collar,married,tertiary,no,53,no,no,telephone,1009,1,other,yes
31,retired,single,primary,no,66,yes,no,telephone,307,6,unknown,no
20,self-employed,divorced,secondary,no,1667,no,no,telephone,999,3,unknown,yes
44,technician,married,tertiary,no,13292,no,no,cellular,111,2,failure,yes
50,retired,divorced,secondary,no,12532,yes,no,cellular,609,5,unknown,yes
49,services,single,tertiary,no,9118,no,no,telephone,1139,6,unknown,no
68,blue-collar,married,tertiary,no,7791,yes,no,telephone,672,1,other,yes
69,services,single,secondary,no,6651,yes,yes,cellular,556,4,unknown,yes
63,blue-collar,divorced,primary,no,4223,no,no,telephone,63,1,unknown,yes
46,entrepreneur,divorced,tertiary,no,13847,yes,no,telephone,1049,3,unknown,no
58,technician,married,secondary,no,11731,yes,no,cellular,293,2,unknown,no
59,self-employed,single,secondary,no,13390,yes,no,cellular,817,6,unknown,no
62,management,divorced,tertiary,no,4512,yes,no,telephone,831,1,failure,yes
45,self-employed,divorced,secondary,no,12554,yes,no,cellular,37,5,other,no
30,entrepreneur,single,primary,no,472,no,yes,cellular,816,4,unknown,yes
38,retired,married,tertiary,no,7799,yes,no,telephone,1100,4,unknown,no
40,self-employed,married,primary,no,2320,yes,no,cellular,44,1,unknown,no
51,entrepreneur,divorced,primary,no,441,yes,no,telephone,552,3,unknown,yes
34,management,married,primary,no,9145,no,no,cellular,324,2,unknown,yes
52,entrepreneur,single,tertiary,no,13205,yes,no,cellular,160,4,unknown,no
30,admin.,divorced,secondary,no,3887,yes,no,telephone,154,2,unknown,no
64,admin.,divorced,tertiary,no,3159,yes,no,telephone,171,2,unknown,no
55,entrepreneur,divorced,primary,no,7292,no,no,telephone,306,3,unknown,yes
35,blue-collar,single,secondary,no,3928,yes,no,cellular,980,2,unknown,no
66,self-employed,married,tertiary,no,-268,no,no,cellular,544,6,unknown,yes
58,admin.,single,tertiary,no,-483,yes,no,telephone,331,6,other,no
69,services,single,secondary,no,9338,no,yes,telephone,65,4,unknown,no
20,services,single,tertiary,no,10395,yes,no,telephone,972,3,unknown,no
25,management,single,tertiary,no,11588,yes,no,cellular,442,1,unknown,no
26,retired,divorced,tertiary,no,10908,yes,no,cellular,1198,4,unknown,yes
32,technician,married,primary,no,5407,no,no,telephone,369,4,unknown,no
51,services,single,secondary,no,-460,yes,no,cellular,207,3,unknown,no
69,blue-collar,married,tertiary,no,4331,no,no,telephone,726,5,unknown,yes
55,admin.,married,primary,no,7039,no,no,telephone,273,4,unknown,no
19,technician,single,primary,no,13058,no,yes,telephone,677,3,other,yes
58,self-employed,single,tertiary,no,4096,no,no,telephone,561,1,unknown,yes
49,retired,married,primary,no,768,no,no,cellular,956,6,unknown,yes
40,blue-collar,married,secondary,no,8639,no,no,telephone,373,4,failure,yes
34,self-employed,married,primary,no,13610,yes,yes,telephone,846,1,unknown,yes
61,blue-collar,single,primary,no,12383,no,yes,telephone,210,5,other,no
27,entrepreneur,divorced,primary,no,1692,no,yes,telephone,44,4,unknown,no
56,admin.,single,primary,no,1661,yes,no,cellular,823,5,unknown,yes
35,entrepreneur,divorced,secondary,no,6940,no,no,telephone,120,4,unknown,no
57,entrepreneur,divorced,tertiary,no,2629,yes,no,cellular,1027,4,unknown,yes
28,services,single,secondary,no,9856,yes,no,telephone,931,6,other,yes
59,blue-collar,divorced,secondary,no,10567,no,no,telephone,603,3,unknown,yes
50,services,single,primary,no,4555,no,no,cellular,342,2,success,yes
21,services,married,tertiary,no,1365,yes,no,cellular,106,5,unknown,no
46,self-employed,divorced,primary,no,1828,yes,no,telephone,761,4,unknown,yes
